type,id,addr:city,addr:street,amenity,capacity,name,opening_hours,operator,wheelchair,id,F.layers,F.caption,F.allowPopup,F.icon,F.location,F.description,F.facilities,F.availability,F.contact,F.meta,geometry.type,geometry.coordinates,addr:country,addr:housename,addr:housenumber,addr:interpolation,addr:postcode,addr:village,brand,ref:pol_id,source:opening_hours,recycling:clothes,recycling:glass_bottles,recycling:magazines,recycling:newspaper,recycling_type,fuel:lpg,phone,ref:navads,fee,parking,addr:full,alt_name,layer,ref:edubase,wikidata,shop,internet_access,internet_access:fee,parking:disabled,toilets,toilets:disabled,website,wheelchair:note,access,capacity:disabled,fee:amount:15:00-08:00,fee:amount:1_hour,fee:amount:24_hour,fee:amount:2_hour,fee:amount:3_hour,fee:amount:4_hour,fee:amount:6_hour,maxheight,maxspeed,note,park_ride,toilets:wheelchair,fhrs:id,source:addr,payment:coins,ref,brand:wikidata,brand:wikipedia,cuisine,not:addr:postcode,opening_hours:kitchen,outdoor_seating,real_ale,addr:suburb,dispensing,fax,recycling:beverage_cartons,recycling:cans,recycling:paper,recycling:textiles,url,indoor,payment:credit_cards,payment:debit_cards,payment:telephone_cards,source:addr:postcode,opening_hours:post_office,addr:unit,recycling:shoes,recycling:aluminium_cans,recycling:aluminium_tins,recycling:card,recycling:cardboard,recycling:metal_aerosol_cans,recycling:plastic_bottles,recycling:steel_cans,recycling:steel_tins,recycling:scrap_metal,recycling:books,recycling:cartons,recycling:glass,recycling:music,contact:phone,level,atm,description,diaper,female,male,location,recycling:cooking_oil,vending,F.hoverCaption,supervised,capacity:bus,source,food,real_cider,shelter,email,no_return,drive_through,takeaway,wheelchair:description,addr:place,healthcare,unisex,changing_table,building,covered,contact:website,diet:gluten_free,diet:vegan,diet:vegetarian,gay,smoking,end_date,toilets:handwashing,operator:clothes,denomination,religion,fixme,postal_code,phone_alt,surface,old_name,source:name,colour,taxi,inside,kitchen_hours,branch_ref,toilets:disposal,payment:cash,payment:mastercard,payment:visa,phone:emergency,start_date,maxstay,stay,social_facility,emergency,shelter_type,booth,deaf:description:en,opening_hours:blood_tests,leisure,addr:site,drinking_water,addr:parentstreet,type,recycling:batteries,recycling:cds,recycling:plastic_bags,opening_hours:seasonal,payment:contactless,name:en,produce,self_service,tourism,FIXME,service_times,brewery,distillery,drink:beer,drink:gin,drink:vodka,drink:whisky,drink:wine,trade,facebook,instagram,short_name,animal_boarding,recycling:printer_cartridges,alt_url,max_age,min_age,addr:hamlet,second_hand,clothes,social_facility:for,centralkey,addr:locality,office,payment:jcb,payment:maestro,foot,landuse,wikipedia,fee:amount:conditional,fee:amount:maximum,fee:amount:18:00-00:00,fee:amount:8_hour,lit,capacity:parent,fee:amount:17:30-00:00,fee:amount:per_hour:07:00-17:30,fee:amount:5_hour,fee:amount:rail:unvalidated:24_hour,fee:amount:rail:validated:24_hour,maintenance,salting:ref,toilets:centralkey,toilets:changing_table,toilets:female,toilets:male,toilets:opening_hours,toilets:position,service,fuel:diesel,fuel:octane_95,fuel:octane_99,fuel:GTL_diesel,fuel:octane_97,source:building,auction_house,library:type,listed_status,source:outline,area,fuel:octane_98,ref:NPLG:UPRN:1,material,tower,phone:opening_hours,website:operator,sort_code,barrier,fence_type,alt_website,registered_charity_number,material:roof,mobile,was:amenity,delivery,school,disused:amenity,building:levels,sport,collection_times,source:position,spire,belfry,old_denomination,smoothness,material:tower,fixme:addr1,source:postcode,fee:overstay,art:type,wiki:en,contact:mobile,official_name,lgbtq,minimum_order,alcohol,contact:facebook,capacity:women,maxstay:conditional,no_return:conditional,owner,surveillance,opening_hours:parts,opening_hours:service,disused:shop,contact:email,strapline,gambling,dog,off_licence,leasing_number,tagline,phone:2,mot_station_ref,phone:free,service:bicycle:retail,loc_name,building:material,disabled,wheelchair:description:en,website:chinese,church:type,delivery:fee,delivery:min_payment,changing,disused,contact:fax,old_name2,inscription,phone:mobile,diet:pescetarian,computer:repair,built,alt_phone,fax:parts,opening_hours:sales,start_year,fixme:addr2,fixme:addr3,butcher,twitter,contact:instagram,addr:flats,payment:card,organic,beauty,building:roof:material,building:roof:orientation,building:roof:shape,source:amenity,phone:office,phone:parts,phone:service,opening_hours:reception,fee:quarter,operator:type,collection_point:opening_hours,roof:levels,diet:raw,drink:coffee,drink:tea,opened,access:disabled,toilets:access,toilets:description,changing_table:location,toilets:wheelchair:description,payment:bitcoin,craft,microbrewery,building:architecture,building:height,source:addr:housenumber,kitchen_hours:carvery,payment:apple_pay,payment:google_pay,payment:notes,payment:visa_debit,hgv,email:chef,email:hire,historic_name,company_number,payment:cryptocurrencies,payment:electronic_purses,phone:hours,screen,kitchen_hours:breakfast,kitchen_hours:main_menu,payment:discover_card,source:cuisine,addr:town,payment:cheque,payment:visa_electron,changing_table:description,noname,fee:amount:17:00-09:00,fee:amount:per_hour:09:00-17:00,opening_hours:parts:retail,opening_hours:parts:trade,opening_hours:phone:trade,phone:trade,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:new_car_sales,opening_hours:commercial,fhrs:rating,toilets_disabled,parking_disabled,beavers,cubs,scouts,scouts:explorer,formername,information,phone:tyre,opening_hours:bar,addr:name,fee:amount:day,fee:amount:hour,building:colour,website:2,shoes,architect,source:post_office,payzone,fixme:addr4,email:booking,motorcycle:clothes,consulting_hours,bar,proposed,capacity:emergency,capacity:permit,animal_shelter,bench,motorcycle:parts,motorcycle:repair,motorcycle:sales,recycling:electrical_appliances,recycling:green_waste,recycling:plastic,recycling:plastic_packaging,recycling:small_appliances,recycling:waste,height,studio,construction,addr:floor,addr:housenumber_1,addr:housenumber_2,opening_hours:url,payment:solo,opening_hours:office,service:computer,service:gaming,building:part,bus,public_transport,phone:3,capacity:staff,hardware,community_centre,phone:MOT,instrument,disabled:note,mobile_phone:repair,parking:condition,abandoned:building,access:conditional,pharmacy,fee:conditional,fee:minimum_spend,fee:minimum,name:fr,payment:american_express,payment:android_pay,payment:samsung_pay,jewelry,ref:edubase:url,strapline2,phone:admin,email:events,email:hotel
Feature,node/328762,Norwich,Riverside,taxi,3,Riverside Taxi Rank (Part Time),"""Part time""",Norwich City Council,yes,node/328762,here_taxi;around_wheelchair,Riverside Taxi Rank (Part Time),true,taxi,Riverside,Taxi Rank. ,,"<strong>Opening Hours:</strong><br/>""Part time""<br/>Wheelchair Accessible.",<strong>Operated By:</strong> Norwich City Council,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=328762&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.3051079;52.6266197
Feature,node/299412199,Norwich,Millennium Plain,library,,Norfolk and Norwich Millennium Library,Mo-Fr 09:00-20:00; Sa 09:00-17:00,Norfolk County Council,yes,node/299412199,service_learn,Norfolk and Norwich Millennium Library,true,library,"The Forum, Millennium Plain, NR2 1AW",Library. ,,<strong>Opening Hours:</strong><br/>Monday-Friday 09:00-20:00<br/>Saturday 09:00-17:00<br/>Wheelchair Accessible.,"<a href='https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-local-library/locations-and-opening-times/norfolk-and-norwich-millennium-library'> <i class=""fas fa-globe""></i> Visit Website</a><br/><a href='phone:+44 1603 774774'> <i class=""fas fa-phone""></i> Phone 01603 774774</a><br/><strong>Operated By:</strong> Norfolk County Council",<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=299412199&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2909467;52.6277308,GB,The Forum,,,NR2 1AW,,,,,,,,,,,+44 1603 774774,,,yes,,The Forum,,,Q7734913,,yes,no,yes,yes,yes,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-local-library/locations-and-opening-times/norfolk-and-norwich-millennium-library,slope:lift
Feature,node/299722246,,,telephone,,,24/7,BT,,node/299722246,help,Telephone,true,telephone,,Telephone. ,,<strong>Opening Hours:</strong><br/>24/7<br/>,<strong>Operated By:</strong> BT,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=299722246&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2912419;52.6290146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/299725771,,,telephone,,,24/7,,,node/299725771,help,Telephone,true,telephone,,Telephone. ,,<strong>Opening Hours:</strong><br/>24/7<br/>,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=299725771&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2929727;52.6279607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/299725830,,,telephone,,,24/7,BT,,node/299725830,help,Telephone,true,telephone,,Telephone. ,,<strong>Opening Hours:</strong><br/>24/7<br/>,<strong>Operated By:</strong> BT,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=299725830&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2956163;52.6305755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/301260664,Norwich,,parking,1000,Chapelfield,Mo-Sa 08:00-22:00; Su 08:00-20:00,intu Chapelfield,yes,node/301260664,here_car,Chapelfield,true,parking,NR2 1RU,Parking. ,"Underground Car Park   1000   spaces   disabled spaces .  Charges:  1 hour: &pound;1.20, 4 hours: &pound;20.00, 2 hours: &pound;2.40, 3 hours: &pound;3.60, 4 hours: &pound;4.80, 6 hours: &pound;8.00 15: &pound;2.00","<strong>Opening Hours:</strong><br/>Monday-Saturday 08:00-22:00<br/>Sunday 08:00-20:00<br/>Wheelchair Accessible., Wheelchair Accessible Toilets",<strong>Operated By:</strong> intu Chapelfield,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=301260664&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2883517;52.6260018,GB,,,,NR2 1RU,,,,,,,,,,,,,yes,underground,,,-1,,,,,,,,,,,yes,yes,£2.00 GBP,£1.20 GBP,£20.00 GBP,£2.40 GBP,£3.60 GBP,£4.80 GBP,£8.00 GBP,2.2,5 mph,Car park can be exited 24/7,no,yes
Feature,node/305007346,Norwich,Aylsham Road,,,The Boundary Bakery,,,,node/305007346,service_food,The Boundary Bakery,true,bakery,"414 Aylsham Road, NR3 2SA",Bakery. ,,,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=305007346&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2780319;52.6560312,,,414,,NR3 2SA,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,949515,FHRS Open Data
Feature,node/306668786,,,taxi,,,,,,node/306668786,here_taxi;around_wheelchair,Taxi,true,taxi,,Taxi Rank. ,,,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=306668786&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2774005;52.6692665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/336102296,,,telephone,,,24/7,BT,,node/336102296,help,Telephone,true,telephone,,Telephone. ,,<strong>Opening Hours:</strong><br/>24/7<br/>,"<a href='phone:+44 1603 454218'> <i class=""fas fa-phone""></i> Phone 01603 454218</a><br/><strong>Operated By:</strong> BT",<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=336102296&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2498184;52.6079169,,,,,,,,,,,,,,,,+44 1603 454218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
Feature,node/337510368,,,parking,,,,,,node/337510368,here_car,Parking,true,parking,,Parking. ,Surface Car Park   disabled spaces . ,,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=337510368&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2217761;52.6174217,,,,,,,,,,,,,,,,,,yes,surface,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,L
Feature,node/337510383,,,parking,,,,,,node/337510383,here_car,Parking,true,parking,,Parking. ,Surface Car Park   disabled spaces . ,,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=337510383&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2208293;52.6163421,,,,,,,,,,,,,,,,,,yes,surface,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,N
Feature,node/344733889,Norwich,Millennium Plain,restaurant,,PizzaExpress,11:30-23:00,,yes,node/344733889,food,PizzaExpress,true,restaurant,"The Forum, Millennium Plain, NR2 1TF",Restaurant serving pizza cuisine. ,,<strong>Opening Hours:</strong><br/>11:30-23:00<br/>Wheelchair Accessible.,"<a href='https://www.pizzaexpress.com/visit-a-restaurant/restaurant/norwich-the-forum/'> <i class=""fas fa-globe""></i> Visit Website</a><br/><a href='phone:+44 1603 662234'> <i class=""fas fa-phone""></i> Phone 01603 662234</a>",<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=344733889&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2913628;52.6279016,GB,The Forum,,,NR2 1TF,,PizzaExpress,,,,,,,,,+44 1603 662234,,,,,,,,,,,,,,,https://www.pizzaexpress.com/visit-a-restaurant/restaurant/norwich-the-forum/,,,,,,,,,,,,,,,,84111,FHRS Open Data,,,Q662845,en:PizzaExpress,pizza
Feature,node/345775985,,,parking,,S.C.V.A.,,,,node/345775985,here_car,S.C.V.A.,true,parking,,Parking. ,Surface Car Park . ,,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=345775985&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2359983;52.6204429,,,,,,,,,,,,,,,,,,no,surface,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,
Feature,node/347320829,,,parking,150,Bignold School,Sa 09:00-18:00,,,node/347320829,here_car,Bignold School,true,parking,,Parking. ,Surface Car Park   150   spaces . ,<strong>Opening Hours:</strong><br/>Saturday 09:00-18:00<br/>,,<strong>Data From:</strong> <a href='http://www.openstreetmap.org/edit?node=347320829&comment=TCSM' target='_blank' data-toggle='tooltip' title='Edit on OSM'>Open Street Map</a> <strong>on:</strong> undefined,Point,1.2878272;52.6248441,,,,,,,,,,,,,,,,,,yes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
